31
"[[14.81906194452031, 23.353104432684887, 22.86002675030866, 18.707620625581455, 27.747993401709135, 35.89211986436334, 36.69533397997952, 35.08477109829897, 43.315006867211984, 48.6314562901272, 48.909209392492826, 54.16730106993539, 69.5371197519897, 98.50453871044513, 122.03308695959392, 139.61580900118082, 156.54583412346489, 179.35709353280419, 185.11471406479606, 196.02388854804713, 186.04889516191793, 183.2194387788679, 202.49115361947642, 212.03066750093706, 207.28713847056085, 207.93445633842438, 206.05564826443168, 222.23952179943763, 232.60091987089737, 226.0180541758364, 232.60091987089737, 249.2206802939836, 239.85485737876658, 236.83786717900446, 295.46706148588055, 274.707145218096, 263.5742349110092, 308.722605285673, 346.71195618571966, 329.6336242764305, 315.96207492342126, 313.15653699057265, 314.2851698924247, 324.4971444335, 335.8621921093281, 352.8824648414002, 367.25805632734534, 358.3630694105724, 360.8358763653335, 378.00847674329833, 402.83637715658944, 408.68800880261966, 419.6225996534743, 406.61332733793836, 422.31506900594087, 423.5270455781497, 428.21065285609706, 431.68156865175, 429.3528850380003, 435.84899672995357, 441.02293588521997, 442.02293588521997, 'Failure']]"
"[[13.058522298924803, 18.05147434274353, 19.1456862616008, 16.08525541395689, 22.67852442259861, 29.876323766511383, 28.56479205850191, 30.401567639768516, 37.91960973189278, 41.7482574141578, 41.84335869549007, 47.007100475314324, 61.43613295485025, 90.72142547970005, 108.37362426618787, 124.99872111567088, 134.14762540144565, 147.7620987932277, 154.77247127022673, 160.2874239047933, 153.54348250567716, 152.9953771487063, 167.7058461220971, 173.28682119382694, 174.06464493798302, 171.6626897434562, 169.92067037230535, 180.34904210222933, 188.4675540335868, 185.09885976308425, 188.4675540335868, 201.2527247463913, 196.82775775739026, 192.5117556412621, 254.20052715692918, 235.32163518143102, 227.10718365398634, 271.5464617505688, 300.03559960081157, 293.4661827767745, 278.15281015367884, 275.4659316330201, 275.7845908175603, 287.2450975810282, 292.46540670514673, 304.4910661976293, 316.656801063008, 309.70187491901527, 310.9526293483141, 326.2704522550284, 344.0771951379174, 346.7047821728512, 351.62036703959313, 347.2207263414526, 355.2288767157637, 354.14785818280404, 358.2941939790179, 362.83645123567544, 360.15229365490694, 366.67900594997286, 370.26863002614124, 371.26863002614124, 'Success']]"
"[[7.2140933915941385, 14.029293643375043, 13.47650948135287, 9.73250927414125, 17.19792580472268, 23.255488666117163, 22.664332213035124, 21.043551777279816, 28.60512307379208, 33.726664958005884, 33.14386737664848, 36.84932421036712, 50.15525063589848, 65.7864581134873, 80.91956528197935, 97.90800667416148, 104.67498489419, 125.65323464130296, 130.77724072188957, 135.75673266137798, 130.55417396231658, 129.00657943573648, 140.80778830488237, 150.7977821850879, 145.38737011400772, 143.51506601664556, 144.277246924021, 155.7361496539823, 163.1446446053149, 160.77857111323246, 163.1446446053149, 175.14070347840692, 172.77978129633254, 165.64893603373764, 234.70649378279927, 218.83265437958943, 206.00032588121127, 246.7615681904113, 277.4028950722082, 259.82767396076304, 256.3281367948165, 250.00264774718804, 249.95647841583147, 262.6633291549092, 270.1837778382021, 283.43788450882107, 294.0325530802118, 289.42206829199597, 288.14706825104946, 302.42543101409655, 315.30008141421456, 319.3279641667931, 332.10659242602685, 318.1411088664298, 337.58720665419094, 335.23463554585896, 341.4261208669765, 342.5597961181848, 342.256064843404, 346.55123174297216, 351.2497856606101, 352.2497856606101, 'Success']]"
"[[14.138686801368703, 19.743823777412146, 18.69080641020018, 18.23472852275994, 22.885363735213808, 28.224037058245294, 29.660720097678585, 27.16075701270897, 36.480370418647304, 41.00134254340676, 40.537144689045654, 44.04127754355289, 54.09610849652494, 77.45327191217946, 87.56799795874362, 108.31530708773634, 116.27756139371473, 131.0418667275276, 135.26292825823845, 138.15644396520048, 137.2368014577551, 134.82786889432373, 148.35594908115596, 158.30746122676055, 153.52183907235553, 152.32564987815678, 153.27401857684805, 166.1987508982832, 173.33679721667585, 169.86404762990844, 173.33679721667585, 184.79724876346506, 184.43402656618863, 176.1413408233438, 226.40988399744373, 216.77723070455997, 206.2638028064872, 245.86843978058545, 265.48378682394696, 258.55733192182726, 254.01341729546496, 249.08590394686973, 249.215424027128, 256.2556074066731, 264.7427028729921, 270.46263215211144, 283.62375052040676, 277.2503046039086, 276.5923023434446, 291.6400865398316, 303.6871187902654, 307.31825694761454, 320.7993161934943, 306.4294756871494, 325.5951758216074, 324.94823214384746, 328.8942496373029, 330.7051534021316, 329.85052386406863, 333.05182808114216, 336.7876527854212, 337.7876527854212, 'Success']]"
"[[11.673877064209266, 18.212949426799312, 16.67265824348572, 16.518785003374315, 20.68303240721056, 28.3688006336207, 30.401216018468304, 28.300551373906817, 41.44698130168177, 49.14172611055303, 47.08753370575886, 53.83511771766328, 69.55691214039918, 88.84712540010196, 107.34773576948581, 128.15613694561878, 143.3225669449455, 163.04976326479442, 168.86347859163308, 174.98676211725657, 169.31461560942512, 167.69416149698682, 180.36590976863508, 187.34566935850324, 185.0093171189315, 183.27802674728693, 184.45300969670973, 194.9290612122554, 204.16865717613427, 198.3530056162692, 204.16865717613427, 216.6997816754912, 214.06333761652596, 209.02873997098627, 261.24338613417996, 246.5278501853876, 246.7096675507516, 284.77262073034024, 314.80812529521273, 302.2496445071384, 292.9805518378466, 288.6692471536811, 289.3739876318643, 299.9067226820474, 316.7677502558041, 324.36437806817605, 335.43189326063793, 333.80932539013713, 331.1092122884083, 341.25947979740175, 361.2140517782621, 364.6128867924605, 370.2165795959357, 365.8630674528993, 373.85818774025313, 374.6543059661308, 379.23107022345323, 380.60072427230494, 379.744526162253, 386.035437597093, 388.9951136499416, 389.9951136499416, 'Acceptable']]"
"[[10.384945644122595, 18.803401184466825, 17.413717169761803, 13.68828141830788, 22.89949801333011, 29.865311812781897, 34.67074777805738, 28.999319602140645, 44.76562804436297, 52.02096566329702, 47.00883720434698, 56.56741419769683, 71.11942986042847, 98.96301751853247, 114.47782641334629, 133.44366004089773, 137.2105249234662, 152.07079567690155, 158.0933185365049, 161.2276987855563, 159.820311238324, 156.3119360657527, 170.45290540286393, 174.83560147882181, 176.76568380508118, 174.85319248236584, 175.94831029122875, 184.45776915809446, 194.15691810263988, 189.12491037534073, 194.15691810263988, 202.23703791518253, 201.79750995976667, 199.5764330607674, 254.6970711539035, 234.58898810499056, 236.32230628841802, 273.24756841754476, 296.57292248873154, 291.97724299141794, 284.51018121749627, 276.36130201797573, 277.8610110259466, 286.3415240062044, 287.9757458426243, 303.32749001839466, 314.96786885552643, 309.6343011126338, 311.0625507554717, 325.80052555842514, 347.46100290265696, 351.72032343985336, 361.4544520279945, 350.7994956131399, 366.338550349802, 366.64361627601835, 369.72213192779236, 373.40087794199496, 370.23956668894476, 378.1931234759966, 383.06493903978276, 384.06493903978276, 'Success']]"
"[[12.382074608200012, 15.946479415267962, 17.244731820461443, 14.698910432211477, 20.564950887550253, 25.607170173088903, 26.45144113363812, 25.363294134690342, 33.96132596607214, 40.82040857988817, 37.52170107955407, 44.705547802606716, 57.899800959278814, 72.9054288201012, 89.92572701301633, 111.43450940126714, 112.31404536157099, 133.59379404096262, 140.2485498695001, 142.3164255381064, 137.22206407903388, 138.11875935062054, 150.9965492838282, 159.79077563948744, 157.90528426320532, 154.86977255195367, 154.8230034522619, 166.6509587692417, 172.1774101782483, 168.96938811418715, 172.1774101782483, 184.66153807279863, 181.45927007342624, 175.24320087656278, 228.5999569233413, 214.13503940497375, 209.3472596011392, 242.90043141563817, 265.4715377525795, 259.8852881367364, 252.6225254649737, 245.169148451544, 247.24429521011874, 259.4385008897905, 258.3333233530637, 270.05125286164997, 282.24831787875667, 277.0868852197571, 275.0105249681974, 292.43519172433315, 309.2848343025707, 312.68142091856936, 322.2650881534919, 313.8229291134567, 325.99609338277685, 324.5260902060868, 328.6131964937275, 333.3477010971443, 329.131031831436, 336.5178636886328, 339.1920722063209, 340.1920722063209, 'Success']]"
"[[14.11764618750675, 21.128606692479174, 19.45078869569668, 19.245000929979685, 24.25350877383891, 30.30283497399896, 30.027690894359473, 31.291142241254157, 39.22416709786515, 45.723541070997946, 44.304620313753865, 50.29495128447315, 61.27451146824662, 79.14975679672408, 88.611377274718, 106.58545768762411, 119.67187458908543, 141.72012849911437, 148.29670527362455, 156.07907630513415, 149.6696604359563, 145.5418965714659, 166.90896508130055, 176.08897054009947, 173.58678373402847, 170.57355879466908, 169.72536450444053, 186.27916197427814, 197.35090312626016, 189.8132117715542, 197.35090312626016, 213.87242830287738, 201.89600996071812, 202.1504088163564, 271.26998865947866, 250.33601460844955, 242.4321593323506, 292.54407068449865, 321.47324018269194, 307.5783372355608, 301.0827417395167, 297.1788672742104, 297.0506418901272, 313.4257760214263, 310.6377401903086, 330.2686392035058, 340.4148301280416, 338.57912222999335, 337.23532385572037, 350.0369230999783, 364.16963562103956, 368.07299881273303, 381.1253844918521, 369.5267428230863, 386.0144247446825, 385.17340391809677, 389.4308655655706, 393.8630682793418, 389.64076473701505, 399.06019350809595, 403.5984363958569, 404.5984363958569, 'Acceptable']]"
"[[12.382864682315281, 16.8701916234345, 17.81892236747065, 17.86978790780734, 23.251278764909916, 30.27611735403815, 33.53472574800966, 31.050122153282764, 43.44758431983725, 49.8906836549903, 49.05892804690166, 54.932587682788906, 67.40402078907374, 93.36330909234718, 115.24796100217887, 142.83207511568042, 149.6199661513284, 170.61341802407506, 177.64310981826242, 182.2401891976026, 177.44715701455226, 174.64791906857334, 192.91426855984147, 201.17264515262576, 200.42805942865297, 197.68760839219078, 197.44242992237344, 206.11710611216688, 217.66311365182855, 209.3601043480753, 217.66311365182855, 234.84290357912792, 229.25910073845705, 222.15595732623956, 296.38136849794876, 274.54610912900944, 254.64992709640407, 309.4083112770303, 345.4923112921655, 325.8752979303953, 319.00546074436846, 314.1857706251673, 314.75765149279306, 326.86447303595594, 343.52303314234086, 350.05816038229966, 366.17390444572595, 356.91888876524223, 357.21941979174306, 371.03320592557304, 394.9888971129388, 398.8228139327751, 412.4206328159988, 399.72142223646955, 416.125003178988, 417.00295073437366, 420.5805199670937, 425.78498525521576, 420.39909504736556, 431.5175879954011, 434.05375418864304, 435.05375418864304, 'Failure']]"
"[[9.388630482352259, 14.020667733803563, 16.155967633980495, 13.00752300466566, 19.27696601239022, 22.818287330367095, 29.459543318853157, 23.34296212789805, 35.08486321953499, 40.136473675487075, 38.13886432130452, 44.207199189140965, 59.507645422366764, 73.81978542845316, 92.29303854308544, 107.5820816843816, 118.96854938526836, 135.28215376693873, 140.59972361802028, 146.20021888712972, 141.77221399540326, 138.57212826761656, 152.75538488155217, 159.98751271684893, 159.0613875173621, 156.24670695080218, 155.93952957965604, 168.60585381646496, 175.0921771717686, 172.34952095204792, 175.0921771717686, 186.05341050336995, 182.45940290219474, 180.07956438815785, 237.26655881913277, 223.54145783175838, 213.20268791341712, 254.04134710921406, 287.75984153312197, 267.7693542124455, 264.4330338760757, 257.15442745627513, 257.52504438888514, 272.5188541607955, 276.56962196358126, 292.1333783584284, 300.79855459356804, 300.5839475268844, 299.37607076545544, 307.2555888373873, 327.8976719583792, 332.24592093167416, 341.4420775709866, 331.8102956546958, 346.99684037439886, 344.6025742308756, 351.04901497692197, 351.44539588280446, 349.9807164284177, 355.1730718422384, 358.4197551422826, 359.4197551422826, 'Success']]"
